Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit (CPC),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires (2010-)","296","Kiribati","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","4242","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","296","Kiribati","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","3960.99","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","296","Kiribati","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2018","2018","million kcal","15183.25","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","296","Kiribati","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2019","2019","million kcal","17741.02","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","296","Kiribati","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2018","2018","g","1524.05","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","296","Kiribati","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2019","2019","g","1652.69","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","296","Kiribati","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2018","2018","g","937.85","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","296","Kiribati","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2019","2019","g","1049.69","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","414","Koweït","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2018","2018","million kcal","4231289","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","414","Koweït","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2019","2019","million kcal","4285815.51","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","414","Koweït","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","77816","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","414","Koweït","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","80790.06","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","414","Koweït","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","102423","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","414","Koweït","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","102112.29","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","414","Koweït","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2018","2018","million kcal","974051.09","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","414","Koweït","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2019","2019","million kcal","1048124.18","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","414","Koweït","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2018","2018","g","73911.87","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","414","Koweït","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2019","2019","g","77500.66","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","414","Koweït","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2018","2018","g","64999.29","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","414","Koweït","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2019","2019","g","70295.82","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","426","Lesotho","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2018","2018","million kcal","1516096","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","426","Lesotho","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2019","2019","million kcal","1489965.48","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","426","Lesotho","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","34163","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","426","Lesotho","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","34619","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","426","Lesotho","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","25342","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","426","Lesotho","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","22693.09","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","426","Lesotho","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2018","2018","million kcal","225821.06","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","426","Lesotho","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2019","2019","million kcal","153277.04","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","426","Lesotho","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2018","2018","g","15248.15","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","426","Lesotho","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2019","2019","g","10528.04","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","426","Lesotho","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2018","2018","g","14973.71","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","426","Lesotho","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2019","2019","g","9157.35","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","428","Lettonie","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2018","2018","million kcal","1588675","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","428","Lettonie","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2019","2019","million kcal","1558025.38","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","428","Lettonie","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","28468","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","428","Lettonie","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","27457.32","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","428","Lettonie","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","36602","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","428","Lettonie","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","40919.3","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","428","Lettonie","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2018","2018","million kcal","683861.76","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","428","Lettonie","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2019","2019","million kcal","693062.62","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","428","Lettonie","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2018","2018","g","39161.45","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","428","Lettonie","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2019","2019","g","40458.04","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","428","Lettonie","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2018","2018","g","53569.85","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","428","Lettonie","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2019","2019","g","53272.82","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","422","Liban","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2018","2018","million kcal","6229219","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","422","Liban","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2019","2019","million kcal","6232083.96","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","422","Liban","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","114205","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","422","Liban","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","111895.95","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","422","Liban","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","172297","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","422","Liban","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","165112.06","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","422","Liban","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2018","2018","million kcal","909381.26","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","422","Liban","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2019","2019","million kcal","911175.25","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","422","Liban","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2018","2018","g","62109.58","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","422","Liban","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2019","2019","g","62731.98","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","422","Liban","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2018","2018","g","64501.77","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","422","Liban","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2019","2019","g","63866.37","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","430","Libéria","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2018","2018","million kcal","3583231","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","430","Libéria","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2019","2019","million kcal","3630578.44","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","430","Libéria","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","53714","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","430","Libéria","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","56154.33","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","430","Libéria","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","75191","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","430","Libéria","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","65492.27","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","430","Libéria","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2018","2018","million kcal","216672.52","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","430","Libéria","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2019","2019","million kcal","222406.22","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","430","Libéria","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2018","2018","g","18712.36","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","430","Libéria","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2019","2019","g","18829.33","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","430","Libéria","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2018","2018","g","14406.3","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","430","Libéria","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2019","2019","g","15007.04","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","434","Libye","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2018","2018","million kcal","6533287","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","434","Libye","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2019","2019","million kcal","6691174.9","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","434","Libye","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","123262","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","434","Libye","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","124851.21","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","434","Libye","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","173751","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","434","Libye","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","172582.11","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","434","Libye","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2018","2018","million kcal","1098037.92","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","434","Libye","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2019","2019","million kcal","1101889.95","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","434","Libye","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2018","2018","g","82773.89","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","434","Libye","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2019","2019","g","75764.38","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","434","Libye","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2018","2018","g","67064.07","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","434","Libye","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2019","2019","g","72978.91","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","440","Lituanie","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2018","2018","million kcal","2473044","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","440","Lituanie","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2019","2019","million kcal","2312575.58","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","440","Lituanie","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","49541","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","440","Lituanie","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","44372.12","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","440","Lituanie","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","40858","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","440","Lituanie","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","40321.12","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","440","Lituanie","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2018","2018","million kcal","1015629.97","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","440","Lituanie","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2019","2019","million kcal","1162136.93","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","440","Lituanie","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2018","2018","g","77988.7","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","440","Lituanie","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2019","2019","g","79888.66","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","440","Lituanie","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2018","2018","g","66336.52","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","440","Lituanie","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2019","2019","g","82442.26","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","442","Luxembourg","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2018","2018","million kcal","506517","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","442","Luxembourg","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2019","2019","million kcal","512472.14","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","442","Luxembourg","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","9258","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","442","Luxembourg","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","9345.77","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","442","Luxembourg","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","11519","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","442","Luxembourg","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","11315.43","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","442","Luxembourg","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2018","2018","million kcal","260852.19","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","442","Luxembourg","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2019","2019","million kcal","280129.27","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","442","Luxembourg","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2018","2018","g","14749.35","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","442","Luxembourg","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2019","2019","g","15090.93","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","442","Luxembourg","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2018","2018","g","20143","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","442","Luxembourg","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2019","2019","g","22244.5","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","807","Macédoine du Nord","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2018","2018","million kcal","1872389","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","807","Macédoine du Nord","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2019","2019","million kcal","1919558.83","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","807","Macédoine du Nord","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","35884","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","807","Macédoine du Nord","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","37336.95","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","807","Macédoine du Nord","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","49316","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","807","Macédoine du Nord","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","52943.6","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","807","Macédoine du Nord","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2018","2018","million kcal","450611.41","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","807","Macédoine du Nord","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2019","2019","million kcal","442156.06","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","807","Macédoine du Nord","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2018","2018","g","28148.78","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","807","Macédoine du Nord","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2019","2019","g","27651.61","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","807","Macédoine du Nord","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2018","2018","g","30787.78","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","807","Macédoine du Nord","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2019","2019","g","30634.12","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","450","Madagascar","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2018","2018","million kcal","16827125","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","450","Madagascar","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2019","2019","million kcal","17331829.83","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","450","Madagascar","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","321692","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","450","Madagascar","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","326221.93","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","450","Madagascar","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","142117","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","450","Madagascar","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","143934.15","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","450","Madagascar","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2018","2018","million kcal","1263948.42","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","450","Madagascar","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2019","2019","million kcal","845205.86","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","450","Madagascar","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2018","2018","g","86494.71","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","450","Madagascar","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2019","2019","g","54612.88","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","450","Madagascar","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2018","2018","g","85607.57","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","450","Madagascar","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2019","2019","g","55622.61","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","458","Malaisie","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2018","2018","million kcal","27598604","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","458","Malaisie","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2019","2019","million kcal","28258619.03","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","458","Malaisie","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","385781","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","458","Malaisie","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","412058.67","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","458","Malaisie","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","807048","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","458","Malaisie","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","804926.12","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","458","Malaisie","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2018","2018","million kcal","5822348.21","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","458","Malaisie","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2019","2019","million kcal","6203969.69","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","458","Malaisie","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2018","2018","g","494972.5","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","458","Malaisie","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2019","2019","g","515548.98","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","458","Malaisie","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2018","2018","g","361042.1","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","458","Malaisie","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2019","2019","g","379990.35","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","454","Malawi","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2018","2018","million kcal","15684252","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","454","Malawi","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2019","2019","million kcal","16007890.35","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","454","Malawi","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","375927","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","454","Malawi","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","394458.75","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","454","Malawi","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","208428","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","454","Malawi","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","207031.41","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","454","Malawi","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2018","2018","million kcal","1652936.19","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","454","Malawi","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2019","2019","million kcal","1865142.93","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","454","Malawi","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2018","2018","g","95892.79","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","454","Malawi","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2019","2019","g","92249.4","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","454","Malawi","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2018","2018","g","133753.4","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","454","Malawi","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2019","2019","g","158859.04","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","462","Maldives","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2018","2018","million kcal","311448","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","462","Maldives","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2019","2019","million kcal","334145.83","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","462","Maldives","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","5895","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","462","Maldives","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","6507.27","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","462","Maldives","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","3705","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","462","Maldives","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","5216.88","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","462","Maldives","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2018","2018","million kcal","107382.43","E","Valeur estimée"
