Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit (CPC),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires (2010-)","100","Bulgarie","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2018","2018","million kcal","1817311","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","100","Bulgarie","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2019","2019","million kcal","1848806.15","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","100","Bulgarie","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2018","2018","g","109221.96","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","100","Bulgarie","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2019","2019","g","110177.31","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","100","Bulgarie","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2018","2018","g","136016.3","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","100","Bulgarie","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2019","2019","g","138970.87","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","854","Burkina Faso","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2018","2018","million kcal","18723368","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","854","Burkina Faso","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2019","2019","million kcal","17830670.52","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","854","Burkina Faso","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","502595","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","854","Burkina Faso","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","555743.58","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","854","Burkina Faso","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","390387","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","854","Burkina Faso","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","298720.98","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","854","Burkina Faso","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2018","2018","million kcal","1096767.03","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","854","Burkina Faso","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2019","2019","million kcal","2535368.49","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","854","Burkina Faso","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2018","2018","g","80374.6","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","854","Burkina Faso","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2019","2019","g","148801.24","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","854","Burkina Faso","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2018","2018","g","72544.44","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","854","Burkina Faso","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2019","2019","g","198990.87","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","108","Burundi","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2018","2018","million kcal","7088324.82","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","108","Burundi","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2019","2019","million kcal","7304710.95","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","108","Burundi","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","155403.32","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","108","Burundi","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","165742.23","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","108","Burundi","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","51061.8","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","108","Burundi","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","58128.71","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","108","Burundi","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2018","2018","million kcal","154563.02","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","108","Burundi","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2019","2019","million kcal","174964.36","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","108","Burundi","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2018","2018","g","10784.72","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","108","Burundi","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2019","2019","g","12783.61","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","108","Burundi","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2018","2018","g","9841.49","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","108","Burundi","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2019","2019","g","11676.84","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","132","Cabo Verde","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2018","2018","million kcal","431453","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","132","Cabo Verde","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2019","2019","million kcal","438073.17","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","132","Cabo Verde","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","9142","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","132","Cabo Verde","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","9275.94","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","132","Cabo Verde","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","7500","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","132","Cabo Verde","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","6880.5","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","132","Cabo Verde","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2018","2018","million kcal","81564.28","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","132","Cabo Verde","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2019","2019","million kcal","84532.93","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","132","Cabo Verde","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2018","2018","g","4977.47","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","132","Cabo Verde","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2019","2019","g","5189.35","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","132","Cabo Verde","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2018","2018","g","5720.98","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","132","Cabo Verde","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2019","2019","g","5943.75","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","116","Cambodge","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2018","2018","million kcal","14762316","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","116","Cambodge","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2019","2019","million kcal","15303764.92","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","116","Cambodge","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","279235","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","116","Cambodge","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","268543.49","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","116","Cambodge","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","137794","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","116","Cambodge","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","150318.25","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","116","Cambodge","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2018","2018","million kcal","1329164.68","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","116","Cambodge","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2019","2019","million kcal","1224289.98","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","116","Cambodge","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2018","2018","g","118543.32","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","116","Cambodge","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2019","2019","g","115202.26","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","116","Cambodge","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2018","2018","g","87236.68","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","116","Cambodge","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2019","2019","g","77382.96","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","120","Cameroun","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2018","2018","million kcal","24230539","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","120","Cameroun","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2019","2019","million kcal","25452835.78","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","120","Cameroun","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","556705","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","120","Cameroun","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","575529.29","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","120","Cameroun","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","439973","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","120","Cameroun","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","459323.79","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","120","Cameroun","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2018","2018","million kcal","1101126.71","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","120","Cameroun","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2019","2019","million kcal","1120049.97","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","120","Cameroun","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2018","2018","g","107679.87","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","120","Cameroun","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2019","2019","g","110415.79","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","120","Cameroun","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2018","2018","g","63984.55","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","120","Cameroun","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2019","2019","g","64986.36","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","124","Canada","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2018","2018","million kcal","34981787","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","124","Canada","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2019","2019","million kcal","35106650.07","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","124","Canada","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","639096","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","124","Canada","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","641390.74","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","124","Canada","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","1191256","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","124","Canada","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","1159249.51","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","124","Canada","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2018","2018","million kcal","12795293.59","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","124","Canada","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2019","2019","million kcal","13158867.41","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","124","Canada","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2018","2018","g","822039","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","124","Canada","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2019","2019","g","821079.41","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","124","Canada","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2018","2018","g","963619.12","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","124","Canada","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2019","2019","g","1002611.61","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","152","Chili","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2018","2018","million kcal","15458733","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","152","Chili","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2019","2019","million kcal","15489356.07","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","152","Chili","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","299333","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","152","Chili","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","305885.94","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","152","Chili","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","208759","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","152","Chili","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","192839.96","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","152","Chili","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2018","2018","million kcal","5499018.84","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","152","Chili","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2019","2019","million kcal","6004344.79","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","152","Chili","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2018","2018","g","340042.55","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","152","Chili","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2019","2019","g","338863.41","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","152","Chili","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2018","2018","g","413654.11","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","152","Chili","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2019","2019","g","470027.42","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","159","Chine","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2018","2018","million kcal","1363588803","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","159","Chine","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2019","2019","million kcal","1383721060.69","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","159","Chine","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","33915496","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","159","Chine","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","34332033.53","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","159","Chine","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","22908727","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","159","Chine","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","23738648.37","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","159","Chine","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2018","2018","million kcal","397048468.37","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","159","Chine","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2019","2019","million kcal","391316499.83","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","159","Chine","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2018","2018","g","21824644.32","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","159","Chine","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2019","2019","g","22287161.45","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","159","Chine","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2018","2018","g","32105846.11","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","159","Chine","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2019","2019","g","31134161.77","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","344","Chine - RAS de Hong-Kong","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2018","2018","million kcal","5351822","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","344","Chine - RAS de Hong-Kong","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2019","2019","million kcal","5251822.33","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","344","Chine - RAS de Hong-Kong","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","93292","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","344","Chine - RAS de Hong-Kong","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","90371.62","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","344","Chine - RAS de Hong-Kong","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","127115","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","344","Chine - RAS de Hong-Kong","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","122498.17","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","344","Chine - RAS de Hong-Kong","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2018","2018","million kcal","3426746.35","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","344","Chine - RAS de Hong-Kong","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2019","2019","million kcal","3499010.06","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","344","Chine - RAS de Hong-Kong","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2018","2018","g","252868.48","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","344","Chine - RAS de Hong-Kong","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2019","2019","g","273919.13","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","344","Chine - RAS de Hong-Kong","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2018","2018","g","234389.1","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","344","Chine - RAS de Hong-Kong","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2019","2019","g","234246.95","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","446","Chine - RAS de Macao","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2018","2018","million kcal","528225","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","446","Chine - RAS de Macao","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2019","2019","million kcal","554048.85","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","446","Chine - RAS de Macao","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","8710","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","446","Chine - RAS de Macao","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","9302.46","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","446","Chine - RAS de Macao","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","18358","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","446","Chine - RAS de Macao","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","18719.54","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","446","Chine - RAS de Macao","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2018","2018","million kcal","237082.12","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","446","Chine - RAS de Macao","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2019","2019","million kcal","221393.62","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","446","Chine - RAS de Macao","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2018","2018","g","16557.46","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","446","Chine - RAS de Macao","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2019","2019","g","14934.16","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","446","Chine - RAS de Macao","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2018","2018","g","17007.49","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","446","Chine - RAS de Macao","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2019","2019","g","16086.32","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","156","Chine, continentale","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2018","2018","million kcal","1337833631","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","156","Chine, continentale","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2019","2019","million kcal","1357979577.14","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","156","Chine, continentale","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","33445572","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","156","Chine, continentale","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","33877324.24","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","156","Chine, continentale","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","22078240","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","156","Chine, continentale","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","22905969.79","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","156","Chine, continentale","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2018","2018","million kcal","387539089.95","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","156","Chine, continentale","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2019","2019","million kcal","381622622.45","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","156","Chine, continentale","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2018","2018","g","21176842.13","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","156","Chine, continentale","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2019","2019","g","21607570.81","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","156","Chine, continentale","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2018","2018","g","31408613.34","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","156","Chine, continentale","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2019","2019","g","30429952.68","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","158","Chine, Taiwan Province de","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2018","2018","million kcal","19875125","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","158","Chine, Taiwan Province de","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2019","2019","million kcal","19935612.37","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","158","Chine, Taiwan Province de","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","367922","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","158","Chine, Taiwan Province de","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","355035.2","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","158","Chine, Taiwan Province de","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","685014","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","158","Chine, Taiwan Province de","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","691460.87","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","158","Chine, Taiwan Province de","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2018","2018","million kcal","5845549.95","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","158","Chine, Taiwan Province de","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2019","2019","million kcal","5973473.7","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","158","Chine, Taiwan Province de","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2018","2018","g","378376.24","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","158","Chine, Taiwan Province de","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2019","2019","g","390737.36","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","158","Chine, Taiwan Province de","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2018","2018","g","445836.19","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","158","Chine, Taiwan Province de","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2019","2019","g","453875.82","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","196","Chypre","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2018","2018","million kcal","1034603","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","196","Chypre","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2019","2019","million kcal","988313.12","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","196","Chypre","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","20098","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","196","Chypre","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","19173.06","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","196","Chypre","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","29380","E","Valeur estimée"
